DUMALNEG,GREGORIO_DEL_PILAR,LUNA,BAUTISTA,,CAMALANIUGAN,DINAPIGUE,KAYAPA,,ORION,CITY_OF_MALOLOS,GENERAL_TINIO,MACABEBE,PANIQUI,SAN_FELIPE,,IBAAN,INDANG,LILIW,GENERAL_LUNA,PILILLA,MALINAO,SANTA_ELENA,CANAMAN,VIGA,MANDAON,MAGALLANES,MADALAG,LIBERTAD,PANITAN,BINGAWAN,CITY_OF_HIMAMAYLAN,,CALAPE,BARILI,DUMAGUETE_CITY,,HERNANI,CAPOOCAN,LAS_NAVAS,MATUGUINAO,PADRE_BURGOS,,POLANCO,MAHAYAG,OLUTANGA,,LANTAPAN,,LINAMON,OZAMIS_CITY,INITAO,BRAULIO_E._DUJALI,SANTA_CRUZ,SAN_ISIDRO,NEW_BATAAN,,PIGKAWAYAN,TUPI,PRESIDENT_QUIRINO,,,MALATE,,,,LAGANGILANG,LA_TRINIDAD,TINOC,,TADIAN,,UNGKAYA_PUKAN,LUMBA_BAYABAO,PARANG,PATA,SAPA_SAPA,SANTIAGO,SANTA_JOSEFA,MALIMONO,LANUZA,,,SAN_JOSE,POLA,CUYO,ROMBLON
BANNA,LIDLIDDA,NAGUILIAN,BAYAMBANG,,CLAVERIA,DIVILACAN,QUEZON,,PILAR,MARILAO,GUIMBA,MAGALANG,PURA,SAN_MARCELINO,,LAUREL,KAWIT,LOS_BAÑOS,GENERAL_NAKAR,SAN_MATEO,MANITO,TALISAY,CARAMOAN,VIRAC,CITY_OF_MASBATE,MATNOG,MAKATO,PANDAN,PILAR,CABATUAN,HINIGARAN,,CANDIJAY,CITY_OF_BOGO,CITY_OF_GUIHULNGAN,,JIPAPAD,CARIGARA,LAVEZARES,MOTIONG,PINTUYAN,,PRES._MANUEL_A._ROXAS,MARGOSATUBIG,PAYAO,,LIBONA,,MAGSAYSAY,PANAON,JASAAN,SAN_ISIDRO,SULOP,TARRAGONA,PANTUKAN,,PIKIT,SANTO_NIÑO,CITY_OF_TACURONG,,,PACO,,,,LAGAYAN,MANKAYAN,ASIPULO,,,,HADJI_MUHTAMAD,LUMBATAN,SULTAN_KUDARAT,PATIKUL,SIBUTU,TUBAY,TALACOGON,PILAR,LIANGA,,,SANTA_CRUZ,PUERTO_GALERA,DUMARAN,SAN_AGUSTIN
LAOAG_CITY,MAGSINGAL,PUGO,BINALONAN,,ENRILE,ECHAGUE,SANTA_FE,,SAMAL,CITY_OF_MEYCAUAYAN,JAEN,MASANTOL,RAMOS,SAN_NARCISO,,LEMERY,MAGALLANES,LUISIANA,GUINAYANGAN,TANAY,OAS,VINZONS,DEL_GALLEGO,,MILAGROS,PILAR,MALAY,PATNONGON,PONTEVEDRA,CALINOG,HINOBA_AN,,CARMEN,BOLJOON,JIMALALUD,,LAWAAN,DAGAMI,MAPANAS,PINABACDAO,SAINT_BERNARD,,RIZAL,MIDSALIP,ROSELLER_LIM,,CITY_OF_MALAYBALAY,,MAIGO,PLARIDEL,KINOGUITAN,,,,,,PRESIDENT_ROXAS,LAKE_SEBU,SEN._NINOY_AQUINO,,,PANDACAN,,,,LANGIDEN,SABLAN,,,,,TABUAN_LASA,MADALUM,SULTAN_SA_BARONGIS,SIASI,,REMEDIOS_T._ROMUALDEZ,TRENTO,PLACER,LINGIG,,,,ROXAS,EL_NIDO,SAN_ANDRES
MARCOS,NAGBUKEL,ROSARIO,BINMALEY,,GATTARAN,GAMU,SOLANO,,,NORZAGARAY,LAUR,MEXICO,SAN_CLEMENTE,SANTA_CRUZ,,LIAN,MARAGONDON,LUMBAN,GUMACA,TAYTAY,PIO_DURAN,,GAINZA,,MOBO,PRIETO_DIAZ,MALINAO,SAN_JOSE,PRESIDENT_ROXAS,CARLES,ILOG,,CATIGBIAN,BORBON,LA_LIBERTAD,,LLORENTE,DULAG,MONDRAGON,SAN_JOSE_DE_BUAN,SAN_FRANCISCO,,SALUG,MOLAVE,SIAY,,MALITBOG,,MATUNGAO,SAPANG_DALAGA,LAGONGLONG,,,,,,TULUNAN,,,,,PORT_AREA,,,,LICUAN_BAAY,TUBA,,,,,,MADAMBA,KABUNTALAN,TALIPAO,,,VERUELA,SAN_BENITO,MADRID,,,,SAN_TEODORO,LINAPACAN,SAN_FERNANDO
NUEVA_ERA,NARVACAN,CITY_OF_SAN_FERNANDO,BOLINAO,,GONZAGA,ILAGAN_CITY,VILLAVERDE,,,OBANDO,LICAB,MINALIN,SAN_MANUEL,SUBIC,,LIPA_CITY,MENDEZ,MABITAC,INFANTA,TERESA,POLANGUI,,GARCHITORENA,,MONREAL,SANTA_MAGDALENA,NABAS,SAN_REMIGIO,ROXAS_CITY,CONCEPCION,ISABELA,,CLARIN,CITY_OF_CARCAR,MABINAY,,MASLOG,HILONGOS,PALAPAG,SAN_SEBASTIAN,SAN_JUAN,,SERGIO_OSMEÑA_SR.,PAGADIAN_CITY,TALUSAN,,MANOLO_FORTICH,,MUNAI,SINACABAN,LAGUINDINGAN,,,,,,ANTIPAS,,,,,SANTA_ANA,,,,LUBA,TUBLAY,,,,,,MALABANG,UPI,TAPUL,,,SIBAGAT,SAN_FRANCISCO,MARIHATAG,,,,SOCORRO,MAGSAYSAY,SAN_JOSE
PAGUDPUD,QUIRINO,SAN_GABRIEL,BUGALLON,,IGUIG,JONES,ALFONSO_CASTANEDA,,,PANDI,LLANERA,PORAC,SANTA_IGNACIA,,,LOBO,NAIC,MAGDALENA,JOMALIG,,RAPU_RAPU,,GOA,,PALANAS,CITY_OF_SORSOGON,NEW_WASHINGTON,SEBASTE,SAPI_AN,DINGLE,CITY_OF_KABANKALAN,,CORELLA,CARMEN,MANJUYOD,,MAYDOLONG,HINDANG,PAMBUJAN,SANTA_MARGARITA,SAN_RICARDO,,SIAYAN,RAMON_MAGSAYSAY,TITAY,,MARAMAG,,NUNUNGAN,TANGUB_CITY,LIBERTAD,,,,,,BANISILAN,,,,,,,,,MALIBCONG,,,,,,,MARANTAO,TALAYAN,TONGKIL,,,,SAN_ISIDRO,SAN_AGUSTIN,,,,VICTORIA,NARRA,SANTA_FE
PAOAY,SALCEDO,SAN_JUAN,BURGOS,,LAL_LO,LUNA,,,,PAOMBONG,LUPAO,CITY_OF_SAN_FERNANDO,CITY_OF_TARLAC,,,MABINI,NOVELETA,MAJAYJAY,LOPEZ,,SANTO_DOMINGO,,IRIGA_CITY,,PIO_V._CORPUZ,,NUMANCIA,SIBALOM,SIGMA,DUEÑAS,LA_CARLOTA_CITY,,CORTES,CATMON,PAMPLONA,,MERCEDES,INOPACAN,ROSARIO,SANTA_RITA,SILAGO,,SIBUCO,SAN_MIGUEL,TUNGAWAN,,PANGANTUCAN,,PANTAO_RAGAT,TUDELA,LUGAIT,,,,,,ALEOSAN,,,,,,,,,MANABO,,,,,,,MARAWI_CITY,SOUTH_UPI,PANGLIMA_ESTINO,,,,SANTA_MONICA,SAN_MIGUEL,,,,,PUERTO_PRINCESA_CITY,FERROL
PASUQUIN,SAN_EMILIO,SANTO_TOMAS,CALASIAO,,LASAM,MACONACON,,,,PLARIDEL,SCIENCE_CITY_OF_MUÑOZ,SAN_LUIS,VICTORIA,,,MALVAR,ROSARIO,NAGCARLAN,LUCBAN,,CITY_OF_TABACO,,LAGONOY,,PLACER,,TANGALAN,TIBIAO,TAPAZ,DUMANGAS,LA_CASTELLANA,,DAGOHOY,CEBU_CITY,SAN_JOSE,,ORAS,ISABEL,SAN_ANTONIO,SANTO_NIÑO,SOGOD,,SIBUTAD,SAN_PABLO,,,QUEZON,,POONA_PIAGAPO,DON_VICTORIANO_CHIONGBIAN_,MAGSAYSAY,,,,,,ARAKAN,,,,,,,,,PEÑARRUBIA,,,,,,,MASIU,BARIRA,LUGUS,,,,SISON,TAGBINA,,,,,QUEZON,SANTA_MARIA
PIDDIG,SAN_ESTEBAN,SANTOL,DAGUPAN_CITY,,PAMPLONA,DELFIN_ALBANO,,,,PULILAN,NAMPICUAN,SAN_SIMON,SAN_JOSE,,,MATAASNAKAHOY,SILANG,PAETE,LUCENA_CITY,,TIWI,,LIBMANAN,,SAN_FERNANDO,,,VALDERRAMA,,ESTANCIA,MANAPLA,,DANAO,COMPOSTELA,SANTA_CATALINA,,QUINAPONDAN,JARO,SAN_ISIDRO,TALALORA,TOMAS_OPPUS,,SINDANGAN,TABINA,,,SAN_FERNANDO,,SALVADOR,,MANTICAO,,,,,,,,,,,,,,,PIDIGAN,,,,,,,MULONDO,GEN._S._K._PENDATUN,PANDAMI,,,,SOCORRO,TAGO,,,,,ROXAS,
PINILI,SAN_ILDEFONSO,SUDIPEN,DASOL,,PEÑABLANCA,MALLIG,,,,SAN_ILDEFONSO,PALAYAN_CITY,SANTA_ANA,,,,NASUGBU,TAGAYTAY_CITY,PAGSANJAN,MACALELON,,,,LUPI,,SAN_JACINTO,,,,,GUIMBAL,MOISES_PADILLA,,DAUIS,CONSOLACION,SIATON,,SALCEDO,JAVIER,SAN_JOSE,TARANGNAN,LIMASAWA,,SIOCON,TAMBULIG,,,SUMILAO,,SAPAD,,MEDINA,,,,,,,,,,,,,,,PILAR,,,,,,,PAGAYAWAN,MAMASAPANO,OMAR,,,,SURIGAO_CITY,CITY_OF_TANDAG,,,,,SAN_VICENTE,
SAN_NICOLAS,SAN_JUAN,TUBAO,INFANTA,,PIAT,NAGUILIAN,,,,CITY_OF_SAN_JOSE_DEL_MONTE,PANTABANGAN,SANTA_RITA,,,,PADRE_GARCIA,TANZA,PAKIL,MAUBAN,,,,MAGARAO,,SAN_PASCUAL,,,,,IGBARAS,MURCIA,,DIMIAO,CORDOVA,SIBULAN,,SAN_JULIAN,JULITA,SAN_ROQUE,VILLAREAL,,,SIRAWAI,TUKURAN,,,TALAKAG,,TAGOLOAN,,NAAWAN,,,,,,,,,,,,,,,SALLAPADAN,,,,,,,PIAGAPO,TALITAY,,,,,TAGANA_AN,,,,,,TAYTAY,
SARRAT,SAN_VICENTE,,LABRADOR,,RIZAL,PALANAN,,,,SAN_MIGUEL,PEÑARANDA,SANTO_TOMAS,,,,ROSARIO,TERNATE,PANGIL,MULANAY,,,,MILAOR,,USON,,,,,ILOILO_CITY,PONTEVEDRA,,DUERO,DAANBANTAYAN,CITY_OF_TANJAY,,SAN_POLICARPO,KANANGA,SAN_VICENTE,ZUMARRAGA,,,TAMPILISAN,ZAMBOANGA_CITY,,,CITY_OF_VALENCIA,,TANGCAL,,OPOL,,,,,,,,,,,,,,,SAN_ISIDRO,,,,,,,POONA_BAYABAO,PAGAGAWAN,,,,,TUBOD,,,,,,KALAYAAN,
SOLSONA,SANTA,,LINGAYEN,,SANCHEZ_MIRA,QUEZON,,,,SAN_RAFAEL,QUEZON,SASMUAN,,,,SAN_JOSE,TRECE_MARTIRES_CITY,PILA,PADRE_BURGOS,,,,MINALABAC,,,,,,,JANIUAY,PULUPANDAN,,GARCIA_HERNANDEZ,DALAGUETE,TAYASAN,,SULAT,LA_PAZ,SILVINO_LOBOS,TAGAPUL_AN,,,JOSE_DALMAN,LAKEWOOD,,,CABANGLASAN,,TUBOD,,SALAY,,,,,,,,,,,,,,,SAN_JUAN,,,,,,,PUALAS,PAGLAT,,,,,,,,,,,CULION,
VINTAR,SANTA_CATALINA,,MABINI,,SANTA_ANA,QUIRINO,,,,SANTA_MARIA,RIZAL,,,,,SAN_JUAN,GEN._MARIANO_ALVAREZ,RIZAL,PAGBILAO,,,,NABUA,,,,,,,LAMBUNAO,SAGAY_CITY,,GUINDULMAN,DANAO_CITY,VALENCIA,,TAFT,LEYTE,VICTORIA,SAN_JORGE,,,GUTALAC,JOSEFINA,,,,,PANTAR,,SUGBONGCOGON,,,,,,,,,,,,,,,SAN_QUINTIN,,,,,,,DITSAAN_RAMAIN,SULTAN_MASTURA,,,,,,,,,,,RIZAL,
,SANTA_CRUZ,,MALASIQUI,,SANTA_PRAXEDES,RAMON,,,,DOÑA_REMEDIOS_TRINIDAD,SAN_ANTONIO,,,,,SAN_LUIS,,SAN_PABLO_CITY,PANUKULAN,,,,NAGA_CITY,,,,,,,LEGANES,SAN_CARLOS_CITY,,INABANGA,DUMANJUG,VALLEHERMOSO,,,MACARTHUR,LOPE_DE_VEGA,PAGSANGHAN,,,BALIGUIAN,PITOGO,,,,,,,TAGOLOAN,,,,,,,,,,,,,,,TAYUM,,,,,,,SAGUIARAN,GUINDULUNGAN,,,,,,,,,,,SOFRONIO_ESPAÑOLA,
,SANTA_LUCIA,,MANAOAG,,SANTA_TERESITA,REINA_MERCEDES,,,,,SAN_ISIDRO,,,,,SAN_NICOLAS,,CITY_OF_SAN_PEDRO,PATNANUNGAN,,,,OCAMPO,,,,,,,LEMERY,SAN_ENRIQUE,,JAGNA,GINATILAN,ZAMBOANGUITA,,,MAHAPLAG,,,,,GODOD,SOMINOT,,,,,,,TALISAYAN,,,,,,,,,,,,,,,TINEG,,,,,,,TAMPARAN,DATU_SAUDI_AMPATUAN,,,,,,,,,,,,
,SANTA_MARIA,,MANGALDAN,,SANTO_NIÑO,ROXAS,,,,,SAN_JOSE_CITY,,,,,SAN_PASCUAL,,SANTA_CRUZ,PEREZ,,,,PAMPLONA,,,,,,,LEON,SILAY_CITY,,JETAFE,LAPU_LAPU_CITY,,,,MATAG_OB,,,,,BACUNGAN,VINCENZO_A._SAGUN,,,,,,,VILLANUEVA,,,,,,,,,,,,,,,TUBO,,,,,,,TARAKA,DATU_UNSAY,,,,,,,,,,,,
,SANTIAGO,,MANGATAREM,,SOLANA,SAN_AGUSTIN,,,,,SAN_LEONARDO,,,,,SANTA_TERESITA,,SANTA_MARIA,PITOGO,,,,PASACAO,,,,,,,MAASIN,CITY_OF_SIPALAY,,LILA,LILOAN,,,,MATALOM,,,,,KALAWIT,GUIPOS,,,,,,,,,,,,,,,,,,,,,,VILLAVICIOSA,,,,,,,TUBARAN,DATU_ABDULLAH_SANGKI,,,,,,,,,,,,
,SANTO_DOMINGO,,MAPANDAN,,TUAO,SAN_GUILLERMO,,,,,SANTA_ROSA,,,,,SANTO_TOMAS,,CITY_OF_SANTA_ROSA,PLARIDEL,,,,PILI,,,,,,,MIAGAO,CITY_OF_TALISAY,,LOAY,MADRIDEJOS,,,,MAYORGA,,,,,,TIGBAO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUGAYA,RAJAH_BUAYAN,,,,,,,,,,,,
